1580803558.156006,"COFFEE_STATUS",3075,
1580803608.9145775,"GRIND_STATUS",,1
1580803609.914522,"BREW_STATUS",,1
1580803678.1862803,"COFFEE_STATUS",3075,
1580803728.934513,"GRIND_STATUS",,1
1580803729.9163318,"BREW_STATUS",,1
1580803798.2704608,"COFFEE_STATUS",3076,
1580803848.934504,"GRIND_STATUS",,1
1580803850.1645036,"BREW_STATUS",,1
1580803918.3637283,"COFFEE_STATUS",3075,
1580803968.9956813,"GRIND_STATUS",,1
1580803969.9615848,"BREW_STATUS",,1
1580804038.4318335,"COFFEE_STATUS",3075,
1580804088.9949372,"GRIND_STATUS",,1
1580804090.005215,"BREW_STATUS",,1
1580804158.4656053,"COFFEE_STATUS",3075,
1580804174.1756546,"COFFEE_REMOVED",36,
1580804209.004672,"GRIND_STATUS",,1
1580804209.9844408,"BREW_STATUS",,1
1580804217.9762063,"COFFEE_GRINDING",,536
1580804218.980161,"COFFEE_GRINDING",,397
1580804219.9836545,"COFFEE_GRINDING",,45
1580804220.9855742,"COFFEE_GRINDING",,45
1580804221.9916737,"COFFEE_GRINDING",,101
1580804222.9412744,"COFFEE_GRINDING",,101
1580804224.950002,"COFFEE_GRINDING",,98
1580804225.9487858,"COFFEE_GRINDING",,98
1580804231.011343,"GRIND_STATUS",,2
1580804252.9463265,"COFFEE_BREWING",,2546
1580804278.4740057,"COFFEE_STATUS",20,
1580804329.0145214,"GRIND_STATUS",,2
1580804330.0345995,"COFFEE_BREWING",,2548
1580804398.570028,"COFFEE_STATUS",21,
1580804448.7319412,"GRIND_STATUS",,2
1580804449.7520926,"COFFEE_BREWING",,2561
1580804518.5750096,"COFFEE_STATUS",7,
1580804550.726201,"COFFEE_BREWING",,686
1580804551.7203333,"COFFEE_BREWING",,11
1580804568.7550795,"GRIND_STATUS",,2
1580804569.778918,"BREW_STATUS",,3
1580804638.6551368,"COFFEE_STATUS",22,
1580804652.2193143,"COFFEE_NEW",3430,
1580804652.2193143,"COFFEE_REPLACED",3430,
1580804688.8021786,"GRIND_STATUS",,2
1580804689.7709644,"BREW_STATUS",,3
1580804699.3747213,"COFFEE_POURED",3216,
1580804758.6641438,"COFFEE_STATUS",3215,
1580804808.8118863,"GRIND_STATUS",,1
1580804809.7922585,"BREW_STATUS",,2
1580804878.754182,"COFFEE_STATUS",3215,
1580804928.831941,"GRIND_STATUS",,1
1580804929.8118396,"BREW_STATUS",,2
1580804998.7861493,"COFFEE_STATUS",3215,
1580805048.8319635,"GRIND_STATUS",,1
1580805049.8233802,"BREW_STATUS",,2
1580805118.84799,"COFFEE_STATUS",3216,
1580805168.8223498,"GRIND_STATUS",,1
1580805169.9262812,"BREW_STATUS",,2
1580805238.9124365,"COFFEE_STATUS",3216,
1580805288.8792205,"GRIND_STATUS",,1
1580805289.8517687,"BREW_STATUS",,2
1580805358.9517167,"COFFEE_STATUS",3219,
1580805408.8627896,"GRIND_STATUS",,1
1580805409.961094,"BREW_STATUS",,2
1580805479.0512607,"COFFEE_STATUS",3216,
1580805528.3537474,"GRIND_STATUS",,1
1580805529.3336258,"BREW_STATUS",,1
1580805599.0626016,"COFFEE_STATUS",3217,
1580805648.5209086,"GRIND_STATUS",,1
1580805649.3592844,"BREW_STATUS",,1
1580805719.0922024,"COFFEE_STATUS",3217,
1580805768.3537438,"GRIND_STATUS",,1
1580805769.363668,"BREW_STATUS",,1
1580805839.2870378,"COFFEE_STATUS",3216,
1580805888.3639956,"GRIND_STATUS",,1
1580805889.3937018,"BREW_STATUS",,1
1580805959.4019597,"COFFEE_STATUS",3216,
1580806008.5904183,"GRIND_STATUS",,2
1580806009.3826768,"BREW_STATUS",,1
1580806079.4910967,"COFFEE_STATUS",3217,
1580806128.424019,"GRIND_STATUS",,1
1580806129.6408615,"BREW_STATUS",,1
1580806199.6885784,"COFFEE_STATUS",3217,
1580806248.4038157,"GRIND_STATUS",,1
1580806249.414448,"BREW_STATUS",,1
1580806319.6900983,"COFFEE_STATUS",3216,
1580806368.4558048,"GRIND_STATUS",,1
1580806369.4652863,"BREW_STATUS",,1
1580806439.7482173,"COFFEE_STATUS",3219,
1580806488.4536183,"GRIND_STATUS",,1
1580806489.453914,"BREW_STATUS",,1
1580806559.7709136,"COFFEE_STATUS",3217,
1580806608.4637558,"GRIND_STATUS",,1
1580806609.4537218,"BREW_STATUS",,1
1580806679.8641756,"COFFEE_STATUS",3220,
1580806728.8292239,"GRIND_STATUS",,1
1580806729.8115504,"BREW_STATUS",,1
1580806799.9375708,"COFFEE_STATUS",3217,
1580806837.0072615,"COFFEE_POURED",2996,
1580806848.5758622,"GRIND_STATUS",,1
1580806849.5445266,"BREW_STATUS",,1
1580806919.983279,"COFFEE_STATUS",2995,
1580806968.553842,"GRIND_STATUS",,1
1580806969.5936246,"BREW_STATUS",,1
1580807040.0016444,"COFFEE_STATUS",2995,
1580807088.5736237,"GRIND_STATUS",,1
1580807089.603657,"BREW_STATUS",,1
1580807160.0604155,"COFFEE_STATUS",2996,
1580807208.596454,"GRIND_STATUS",,1
1580807209.5924156,"BREW_STATUS",,1
1580807280.1576617,"COFFEE_STATUS",2996,
1580807328.6135154,"GRIND_STATUS",,1
1580807329.613764,"BREW_STATUS",,1
1580807400.431253,"COFFEE_STATUS",2994,
1580807448.613541,"GRIND_STATUS",,1
1580807449.6045527,"BREW_STATUS",,1
1580807520.4688509,"COFFEE_STATUS",2994,
1580807569.0187755,"GRIND_STATUS",,1
1580807570.0013068,"BREW_STATUS",,1
1580807640.5224493,"COFFEE_STATUS",2994,
1580807689.0314128,"GRIND_STATUS",,1
1580807690.0128992,"BREW_STATUS",,1
1580807760.5891497,"COFFEE_STATUS",2996,
1580807809.0513582,"GRIND_STATUS",,1
1580807810.0130534,"BREW_STATUS",,1
1580807880.6726584,"COFFEE_STATUS",2997,
1580807929.032577,"GRIND_STATUS",,2
1580807930.0426242,"BREW_STATUS",,1
1580808000.7567132,"COFFEE_STATUS",2995,
1580808048.5025125,"GRIND_STATUS",,1
1580808049.54502,"BREW_STATUS",,1
1580808120.789056,"COFFEE_STATUS",2995,
